text,label
mənxə,məncə
müdaxilə,müdaxilə
Altdakı,altdakı
qadağanedici,qadağan edici
işem,işim
KİMYA,kimya
həyatda,həyatda
debet,debet
gorusmek,görüşmək
muddetlidi,müddətlidir
təhlili,təhlili
Komitent,komitent
Hedefin,hədəfin
mellimden,müəllimdən
göstərsin,göstərsin
elyirlərki,eləyirlər ki
qaldirin,qaldırın
küçelerinde,küçələrində
bağlanmışdır,bağlanmışdır
eqoist,eqoist
umumiden,ümumidən
2sidi,2-sidir
yorumlardanda,yorumlardan da
İçimizdən,içimizdən
tipəm,tipəm
ətrafınızdakılara,ətrafınızdakılara
soruşum,soruşum
İdarəçi,idarəçi
diaqramında,diaqramında
təsisçi,təsisçi
kucesi,küçəsi
qarshiniza,qarşınıza
bilməyəcəyi,bilməyəcəyi
oxumamisham,oxumamışam
Şekile,şəkilə
şübhələnməyə,şübhələnməyə
Üstündə,üstündə
10luğum,10-luğum
Etmədiyim,etmədiyim
həyatını,həyatını
yenii,yeni
olardıq,olardıq
munasibətlərə,münasibətlərə
yaraşan,yaraşan
kitablardı,kitablardır
kimdr,kimdir
dinləmələri,dinləmələri
yavawlayar,yavaşlayar
gəlirdiki,gəlirdiki
rastlaşdıqdq,rastlaşdıqda
Olarnan,onlarla
pozurb,pozur
torede,törədə
junalı,jurnalı
gəliri,gəliri
melumatlandirar,məlumatlandırar
Nehayet,nəhayət
imthnda,imtahanda
arzular,arzular
rusca,rusca
qrupudu,qrupudur
toplamalısan,toplamalısan
OLACAQ,olacaq
unutmur,unutmur
Cetij,çətin
qoludur,qoludur
verərdizdə,verərdiniz də
əczaçılıq,əczaçılıq
işlemeye,işləməyə
almayacam,almayacam
olannyolda,olan yolda
böyütdüm,böyütdüm
Otub,ötüb
köçürmə,köçürmə
qopmaq,qopmaq
cəkib,çəkib
quraq,quraq
Dalaşanda,dalaşanda
Mafia,mafia
üstündəkilər,üstündəkilər
nizamlayicidi,nizamlayıcıdır
hemçinin,həmçinin
hemıse,həmişə
axtara,axtara
zədəlidir,zədəlidir
tapılsa,tapılsa
nəşridir,nəşridir
yaranmışlar,yaranmışlar
siqnallarına,siqnallarına
qısqanan,qısqanan
Sual,sual
Cehyun,Ceyhun
Axwaminiz,axşamınız
Bayaqkinda,bayaqkında
manata,manata
yazıbki,yazıb ki
salıllar,salırlar
ön,ön
Şəhriyar,Şəhriyar
qaydası,qaydası
gülermi,gülərmi
Xurşidbanu,Xurşidbanu
Gozlesin,gözləsin
veziyyetdedir,vəziyyətdədir
tarixlerini,tarixlərini
ardı,ardı
işarələri,işarələri
qardaşımla,qardaşımla
düzəlmişəm,düzəlmişəm
etrafin,ətrafın
kanalıdı,kanalıdır
yeyib-içməyi,yeyib-içməyi
suallarinizi,suallarınızı
lazımdər,lazımdır
Komp,kompüter
nəticələrin,nəticələrin
muellimleri,müəllimləri
gormuw,görmüş
Əslən,əslən
danişmali,danışmalı
axrindan,axırından
olmadlğım,olmadığım
otutur,oturur
durnaq,dırnaq
2009-cu,2009-cu
muelimeden,müəllimədən
verirsiz,verirsiniz
heyfislenirem,heyifsilənirəm
yoxduye,yoxdur
azere,Azərə
derecededir,dərəcədədir
yazılanların,yazılanların
yaziriq,yazırıq
sürtüb,sürtüb
bazada,bazada
Dimin,Dim-in
Hələ,hələ
ishci,işçi
isare,işarə
QRUPLARDAN,qruplardan
zəifdi,zəifdir
dostuna,dostuna
Balacadan,balacadan
atmalıyam,atmalıyam
ayılıram,ayılıram
Ünvan,ünvan
adalet,ədalət
dinleyin,dinləyin
ehemmiyyetli,əhəmiyyətli
cixarilmis,çıxarılmış
çıxmamağından,çıxmamağından
Əsəbləşməyin,əsəbləşməyin
fiziokratlar,fiziokratlar
Bizede,bizə də
Şəkli,Şəkili
pravadi,pravadır
Bəyaq,bayaq
açıq-aşkar,açıq-aşkar
bayraminiz,bayramınız
sevirsə,sevirsə
tekrarlanan,təkrarlanan
yazmalısınız,yazmalısınız
sənidə,sənidə
dırnaqlar,dırnaqlar
panikaya,panikaya
qediyyatdasizsa,qediyyatdasınızsa
içimdən,içimdən
tikan,tikan
telefonun,telefonun
Yenı,yeni
kecdiyime,keçdiyimə
ehtiyacim,ehtiyacım
baxmır,baxmır
bağışdıyın,bağışlayın
atami,atamı
Səbr,səbr
həvəsdən,həvəsdən
Qrupu,qrupu
görmüyüb,görməyib
eshitdim,eşitdim
olurdu,olurdu
bilsəm,bilsəm
zulumdu,zülmdür
hesablayırsınız,hesablayırsınız
a4,A4
Torpaq,torpaq
Xosi,xoşu
VE,və
dərsdi,dərsdir
Əlidir,Əlidir
diqqetzislik,diqqətsizlik
cetinlesdiribler,çətinləşdiriblər
Admin,admin
izahli,izahlı
Ayshe,Ayşə
fikrimdir,fikrimdir
sənində,sənin də
düşde,düş də
aiddidə,aiddir də
Anladim,anladım
sualları,sualları
qalmamag,qalmamağ
almısız,almısız
Yusif,Yusif
kursam,kursam
isdədiyim,istədiyim
baxışının,baxışının
fırıldaqçılar,fırıldaqçılar
bilmirım,bilmirəm
gozunuzden,gözünüzdən
deyin,deyin
kompleksləri,kompleksləri
Qabagi,qabağı
şey,şey
sənədsiz,sənədsiz
dətsəyinizə,dətsəyinizə
olmayacağıq,olmayacağıq
Salamatciliq,salamatçılıq
maragli,marağlı
testləridi,testləridir
Abdullaoglu,Abdullaoğlu
başlanğıcı,başlanğıcı
düşünmüşdüm,düşünmüşdüm
lazimsiz,lazımsız
ikə,ilə
tarixin,tarixin
müqayisədə,müqayisədə
bankları,bankları
ozunuzu,özünüzü
islerde,işlərdə
Red,rədd
qrafiklər,qrafiklər
köçürdüyü,köçürdüyü
2yawli,2 yaşlı
Paylaşmırıq,paylaşmırıq
yanasma,yanaşma
əzbərləyəcəm,əzbərləyəcəm
Menide,mənidə
Birinciydi,birinci idi
zamanla,zamanla
atiriq,atırıq
sınağlar,sınaqlar
dushmushdu,düşmüşdür
sözlü,sözlü
coqrafiya,coğrafiya
kecmek,keçmək
ərlərinin,ərlərinin
aylar,aylar
daşarkən,dayaşkən
gəlişimiz,gəlişimiz
Maşınım,maşınım
Lağa,lağa
fakültə,fakültə
Tapdim,tapdım
neqederdir,nə qədərdir
çaşdırır,çaşdırır
mecburen,məcburən
Calisiriq,çalışırıq
həcminə,həcminə
Təhlükəsizliyi,təhlükəsizliyi
bilirsənki,bilirsən ki
sekilleri,şəkilləri
yazmassa,yazmazsa
bölüşdükdə,bölüşdükdə
cixmamiwam,çıxmamışam
unutma,unutma
çətinə,çətinə
7-8dene,7-8 dənə
nişanıdr,nişanıdır
Görsən,görsən
ederdi,edərdi
edenlerin,edənlərin
erazideyem,ərazidəyəm
məktəbin,məktəbin
Məmmədrəsul,Məmmədrəsul
körpə,körpə
Cetindiki,çətindir ki
teker,təkər
bəyan,bəyan
laizmdi,lazımdır
şəhərlərə,şəhərlərə
işarələrini,işarələrini
artması,artması
Uzağ,uzağ
toplu2015-1azn,toplu
nazirliklərin,nazirliklərin
yolluyunda,yolluyunda
Soltanov,Soltanov
Bilmemek,bilməmək
Gəlməyən,gəlməyən
diqqətinizi,diqqətinizi
sebebden,səbəbdən
görməmişəm,görməmişəm
heçnə,heçnə
maşınlardır,maşınlardır
oturana,oturana
cixilmiyacaqdi,çıxılmayacaqdı
minnetdariq,minnətdarıq
kopirayter,kopirayter
axtardığınız,axtardığınız
paylaşıblar,paylaşıblar
Yeniki,yəni ki
imtahanlarin,imtahanların
sinaqdan,sınaqdan
tapmamışıq,tapmamışıq
testlerinden,testlərindən
Bildim,bildim
əlaqədə,əlaqədə
oxursan,oxuyursan
Gün,gün
Rahim,Rahim
esl,əsl
gətizdirdim,gətizdirdim
Tşklər,təşəkkürlər
imtahanda,imtahanda
erazidir,ərazidir
Sənnə,sənlə
Guzeştli,güzəştli
tərifliyirlər,tərifləyirlər
yazılmamışdı,yazılmamışdı
Olmalidi,olmalıdır
Dongedir,döngədir
qalacağ,qalacaq
ustasi,ustası
Qeydiyyata,qeydiyyata
büdcədən,büdcədən
ishe,işə
yaradıcısı,yaradıcısı
Qohumdan,qohumdan
verdiniz,verdiniz
Rusca,rusca
bununda,bunun da
Şəhidlərimiz,şəhidlərimiz
Olmazdi,olmazdı
alınan,alınan
davranislar,davranışlar
hamımız,hamımız
cekmeyib,çəkməyib
ərazisində,ərazisində
duyğudu,duyğudur
Səhərə,səhərə
etməsə,etməsə
demedi,demədi
çetindir,çətindir
Vüqar,Vüqar
bucaqda,bucaqda
Pulsuzdu,pulsuzdur
Kitabı,kitabı
qurbanıdı,qurbanıdır
kodlaşdırmadan,kodlaşdırmadan
indinin,indinin
teyinati,təyinatı
Digəri,digəri
plaza,plaza
sirridir,sirridir
suallarina,suallarına
mart,mart
Buraxilish,buraxılış
3-cü,3-cü
Mözölönmö,məzələnmə
qohumlarimdan,qohumlarımdan
deyn,deyin
hedeqorxu,hədə-qorxu
nömrəsiynən,nömrəsiynən
babaya,babaya
evez,əvəz
İstəyirsizsə,istəyirsizsə
seciminden,seçimindən
dusmek,düşmək
bes,bəs
düzqün,düzgün
səviyyələrini,səviyyələrini
çalışırıq,çalışırıq
anormaldı,anormaldır
çəkmişdim,çəkmişdim
Adların,adların
prablemin,problemin
rayondur,rayondur
müəllifə,müəllifə
fallardi,fallardır
qardaşı,qardaşı
islesesniz,işləsəniz
bəladan,bəladan
mövzusunu,mövzusunu
Menegore,mənə görə
qüsursuz,qüsursuz
birişik,bitişik
rahatdi,rahatdır
bakıdı,Bakıdır
işimin,işimin
İnanıram,inanıram
eynek,eynək
şairlər,şairlər
beşin,beşin
bilmisiniz,bilmirsiniz
yolune,yoluna
mündəricatını,mündəricatını
Azzca,azca
almaginiz,almağınız
etiraflarına,etiraflarına
imthninda,imtahanın da
VERSIN,versin
oğlanlaradır,oğlanlaradır
yat,yat
haqqinizi,haqqınızı
cvblari,cavabları
çoxluq,çoxluq
paylaşmışdılar,paylaşmışdılar
Elmir,Elmir
verdikcə,verdikcə
ölçüsünü,ölçüsünü
psixaloji,psixoloji
olsamda,olsam da
subbakalavrdan,subbakalavrdan
qurağ,quraq
yazilanlar,yazılanlar
vaxto,vaxtı
günlərdir,günlərdir
zhsmt,zəhmət
Deyildiki,deyildi ki
hazirlasirlar,hazırlaşırlar
ariqda,arıq da
edirler,edirlər
birine,birinə
düşmüyün,düşməyin
situasiya,situasiya
atilir,atılır
haminiz,hamınız
dayaqlaf,dayaqlar
soraxlayır,soraqlayır
təkərdəydim,təkərdə idim
sinifsiniz,sinifsiniz
tutulan,tutulan
desert,desert
qalanı,qalanı
gosterilende,göstəriləndə
cixmamiwam,çıxmamışam
Nazirlər,nazirlər
ortadakinida,ortadakını da
Max,maksimum
Ruzigar,Rüzgar
çıxarılıbmı,çıxarılıb mı
siğorta,sığorta
rəqəmlər,rəqəmlər
paxlavagöz,paxlava göz
Orfoqrafiya-,orfoqrafiya
Məhəmmədəli,Məhəmmədəli
Nolubki,nolub ki
kitabxanadada,kitabxanada da
şeymiş,şeymiş
solda,solda
elyib,eləyib
helede,hələ də
qarsida,qarşıda
msj,mesaj
eynen,eynən
Kataqoriyası,kateqoriyası
dilli,dilli
Banuş,Banuş
bucaq,bucaq
muselmanchiliq,müsəlmançılıq
qalar,qalar
düşkünüdü,düşkünüdü
ETİMALOGİYA,etimalogiya
sinaqları,sınaqları
danışma,danışma
alib,alıb
melumatlidirsa,məlumatlıdırsa
Korea,Korea
salib,salıb
atılırsa,atılırsa
helelik,hələlik
axııııııııı,axı
eləyə,eləyə
atarlar,atarlar
zəhmətə,zəhmətə
özleri,özləri
nömrədə,nömrədə
Yazılmayıb,yazılmayıb
Pulun,pulun
Dersde,dərsdə
qariwdirir,qarışdırır
sözlərdə,sözlər də
görünüşü,görünüşü
uyğunsuzluq,uyğunsuzluq
deyerdi,deyərdi
bezim,bezim
paylaşılmayıb,paylaşılmayıb
dəhşətdi,dəhşətdi
deməyiblər,deməyiblər
görsənmir,görsənmir
dedimkieger,dedimki eger
Yaxş,yaxşı
psixoloqlardan,psixoloqlardan
məclisində,məclisində
desinda,desinda
Psixologiya,psixologiya
Digərlərini,digərlərini
Cavabi,cavabı
aparılan,aparılan
neçyədir,neçyədir
Azerde,Azər də
ancax,ancaq
Ömrümdə,ömrümdə
MATERİALLARI,materialları
aprelin,aprelin
verlecek,veriləcək
Kabinetinin,kabinetinin
Yaxinlarin,yaxınların
Onlar,onlar
aslı,asılı
dermanla,dərmanla
ovtomobil,avtomobil
bilmirəmsə,bilmirəmsə
detallar,detallar
dedimki,dedim ki
zehniyyətin,zehniyyətin
müəllimin,müəllimin
Istirakci,iştirakçı
inanıb,inanıb
55e,55-ə
proses,proses
DİM-in,DİM-in
agdan,ağdan
yazılmış,yazılmış
basın,basın
axşamı,axşamı
hamının,hamının
psixologiyasını,psixologiyasını
kitapçasının,kitabçasının
neçə,neçə
qalmirsan,qalmırsan
suallarıvızı,suallarıvızı
Topluda,topluda
alınsa,alınsa
Cunku,çünki
ayaqlanaraq,ayaqlanaraq
adamdı,adamdı
təşkilati-hüquqi,təşkilati-hüquqi
üzün,üzün
aparilacaq,aparılacaq
imtahanlarını,imtahanlarını
çevirməməyim,çevirə bilməməyim
axdariram,axtarıram
bağlayında,bağlayında
goruwumdu,görüşmüşdü
Başqası,başqası
universitetlər,universitetlər
bazasi,bazası
azalda,azalda
insanlarin,insanların
magistr,magistratura
qilmaq,qılmaq
cavablandırılır,cavablandırılır
demiçdiz,demişdiniz
yazacag,yazacaq
rusdili,rus dili
götürmüşəm,götürmüşəm
suallarimdan,suallarımdan
Arxasında,arxasında
asanddir,asandır
melumatlar,məlumatlar
təəssüfki,təəssüfki
gülə,gülə
ballari,balları
Getdiyniz,getdiyiniz
iki,iki
300den,300-dən
Saullar,suallar
eşidilə,eşidilə
gonderdiyin,göndərdiyin
elemez,eləməz
maraqldı,maraqlıdır
dilide,dili də
cava,cavab
biler,bilər
haram,haram
oyatsın,oyatsın
Utanmaz,utanmaz
paylasinda,paylaşın da
gnikoloq,ginekoloq
baxmağına,baxmağına
içkisi,içkisi
Abturyent,abituriyent
getmish,getmiş
səsim,səsim
Kodlaşdırmanı,kodlaşdırmanı
2018disə,2018 disə
Əliyev,Əliyev
hansl,hansı
Atarfızda,atardız
Jeep,Jeep
Paylaşın,paylaşın
DİMdə,DİM də
vaxtlarında,vaxtlarında
hesablamadan,hesablamadan
qurawdirin,quraşdırın
olacaqsiz,olacaqsınız
oranin,oranın
vəsaitindəki,vəsaitindəki
Bilirsiniz,bilirsiniz
çıxacağı,çıxacağı
Tüneldə,tuneldə
sözlərinizi,sözlərinizi
Əsli,Əsli
bağlıdı,bağlıdı
dinamikanın,dinamikanın
vaarr,var
cixmax,çıxmaq
Göy,göy
əleykum,əleyküm
mugavilesinde,müqaviləsində
verdiyin,verdiyin
vəsiqəm,vəsiqəm
tipindendi,tipindəndir
nəticəniz,nəticəniz
atmamışamsa,atmamışamsa
qutarmışam,qurtarmışam
bircefe,birdəfə
saqoLun,sağolun
kafeyə,kafeyə
alacaqsan,alacaqsan
bilecikde,biləcəyik də
yanimdakı,yanımdakı
sorusmaq,soruşmaq
qizlari,qızları
qabiliyyətə,qabiliyyətə
qaçırdım,qaçırdım
COGRAFIYA,coğrafiya
dönmelidiler,dönməlidirlər
qarşılayarsınız,qarşılayarsınız
qoyuram,qoyuram
azdir,azdır
9’larda,9-larda
bilsəydim,bilsəydim
kənarinda,kənarında
Informatika,informatika
qatarlarin,qatarların
ramil,Ramil
tamamile,tamamilə
soruşuram,soruşuram
uyğunlaşdırıb,uyğunlaşdırıb
huşunu,huşunu
zehin,zehin
kecirmedi,keçirmədi
Eşitmişem,eşitmişəm
qavradım,qavradım
Sehvsiniz,səhvsiniz
toplsu,toplusu
yanacaqdoldurma,yanacaqdoldurma
Evimizi,evimizi
tipi,tipi
Sagdakı,sağdakı
açmısınız,açmısınız
Kəmalə,Kəmalə
Aqresiyalıq,aqqressiyalıq
sevdiyi,sevdiyi
Təbriklərrrr,təbriklər
yəqinki,yəqin ki
övladimiz,övladımız
pozulması,pozulması
müəlifin,müəlifin
haqqımızın,haqqımızın
dözdum,dözdüm
İsgəndərov,İsgəndərov
Bankın,bankın
birlesmesi,birləşməsi
iwler,işlər
yaxşıydı,yaxşı idi
Yaw,yaş
küvezdə,küvəzdə
götürməyə,götürməyə
qanunların,qanunların
düşünürəm,düşünürəm
üzrə,üzrə
Pozitiv,pozitiv
gelmiyecek,gəlmiyəcək
baxsax,baxsaq
əsəri,əsəri
maşınlarda,maşınlarda
siz,siz
axtarsan,axtarsan
qarışıqlıqlara,qarışıqlıqlara
problemlərə,problemlərə
görməyən,görməyən
5-il,5 - il
baxardız,baxardınız
qəbuledilməzdir,qəbul edilməzdir
InşAllah,inşAllah
keciresen,keçirəsən
bilirdimki,bilirdim ki
tamamən,tamamən
üzürxahlıq,üzrxahlıq
Adlrınıda,adlarını da
məşhur,məşhur
çünkü,çünki
düzəlsin,düzəlsin
kolleclərin,kolleclərin
deyilsən,deyilsən
aparilanda,aparılanda
rusdu,rusdur
əvvəla,əvvəla
gorende,görəndə
arxamca,arxamca
dairədəkilərə,dairədəkilərə
pişik,pişik
silinib,silinib
yalnis,yalnış
oısa,olsa
Əzbərləməy,əzbərləmək
cetinlik,çətinlik
dəvət,dəvət
secme,seçmə
baxmag,baxmaq
həyatimda,həyatımda
Sabahi,sabahı
deyilikki,deyilik ki
bilirsiniz,bilirsiniz
Qatılmaq,qatılmaq
Uzurlu,üzürlü
oxuyasınız,oxuyasınız
görməlidi,görməlidir
satanla,satanla
nacaffin,Nəcəfin
almişam,almışam
birsilerde,birisilərdə
Konturun,konturun
zalda,zalda
Liman,liman
etmekle,etməklə
payım,payım
Protifdə,protivdə
variantlarda,variantlarda
nigaran,nigaran
aralığını,aralığını
girəndə,girəndə
batana,batana
kəsişmədiyi,kəsişmədiyi
Balınıza,balınıza
gülmür,gülmür
haqqini,haqqını
edersen,edərsən
kuside,Kuside
ballarnı,ballarını
dinamikadır,dinamikadır
uzanmış,uzanmış
isdirsen,istəyirsən
idi,idi
gondersinde,göndərsin də
cixmamisam,çıxmamışam
şriftləri,şriftləri
laga,lağa
sinıf,sinif
jurnalist,jurnalist
yetirin,yetirin
girən,girən
yoxluğunla,yoxluğunla
pulunda,pulunda
herekt,hərəkət
elədidə,elədir də
avtomibil,avtomobil
qalxb,qalxıb
neynəyək,neyləyək
inanib,inanıb
akademiyanin,akademiyanın
qaldırmadı,qaldırmadı
eseblesirem,əsəbiləşirəm
adminəm,adminəm
nezeriyeden,nəzəriyyədən
soruşdumki,soruşdum ki
Wekilin,şəkilin
qarşılaşıram,qarşılaşıram
danışırlar,danışırlar
bezdim,bezdim
böhtanlar,böhtanlar
merhele,mərhələ
götürüm,götürüm
keçəcəyik,keçəcəyik
Dərslikdi,dərslikdir
cekilsem,çəkilsəm
arxayən,arxayın
izzahlari,izahları
eylesdiyi,əyləşdiyi
bey,bəy
edirsə,edirsə
bildir,bildir
sinfem,sinifəm
indirilənlərə,indirilənlərə
boşaldın,boşaldın
müqavile,müqavilə
Umumi,ümumi
DEYİLİK,deyilik
korluyur,korluyur
dinamika,dinamika
Travel,Travel
saatdı,saatdır
aktivile,aktivilə
məlumatiniz,məlumatınız
Hansını,hansını
Ürəksiz,ürəksiz
isayevin,İsayevin
Sol,sol
qıza,qıza
sağı,sağı
veziyyetde,vəziyyətdə
onandi,ondandır
dəstələrini,dəstələrini
başlamamış,başlamamış
baxmadız,baxmadınız
nömre,nömrə
Sahibini,sahibini
Sitologiya,sitologiya
proseduruna,proseduruna
Əminə,Əminə
yuxarıdırsa,yuxarıdırsa
Ayda,ayda
Axtariw,axtarış
öldürer,öldürər
Sevinc,Sevinc
motosikletdi,motosikletdir
bilmirem,bilmirəm
sonludu,sonludur
Diqqetli,diqqətli
etməkdən,etməkdən
elave,əlavə
tekrarlamagi,təkrarlamağı
başlarını,başlarını
zehn,zehn
terminalından,terminalından
mükafat,mükafat
çəkiblər,çəkiblər
yazacaqsız,yazacaqsınız
Telebe,tələbə
bildirəcəm,bildirəcəm
Poçtnan,poçtla
edilmiş,edilmiş
işlemeyi,işləməyi
Baxcadi,baxçadır
Hans,hansı
muellimlerde,müəllimlər də
yaşayıb,yaşayıb
usaga,uşağa
namehremik,naməhrəmlik
inkisaf,inkşaf
alindim,alındım
burax,burax
ailə,ailə
kutlesiz,kütləsiniz
donəndə,dönəndə
yashimda,yaşımda
qərardır,qərardır
alnmir,alınmır
abitruyent,abituriyent
yaşayırsan,yaşayırsan
Netflix,Netflix
Adlarınıda,adlarını da
cagiriblar,çağırıblar
sevdiylərimin,sevdiklərimin
bilseydik,bilsəydik
olsunda,olsun da
turmedeyem,türmədəyəm
diqqətsizliyə,diqqətsizliyə
inşəALLAH,inşAllah
təhqir,təhqir
üzüyünüdə,üzüyünü də
uçu,ucu
buraxılışına,buraxılışına
bilmirler,bilmirlər
ingiliscədi,ingiliscə di
göstərsə,göstərsə
alinmaqla,alınmaqla
Uzrlu,üzrlü
anlayış,anlayış
Simif,sinif
sahibi,sahibi
ataları,ataları
yasiyiram,yaşıyıram
axdariram,axdarıram
Adminizə,admininizə
elədiklərim,elədiklərim
neçeyedi,neçəyədir
hal-əhval,hal-əhval
Səsini,səsini
maddiyat,maddiyyat
Rayonlari,rayonları
Cooox,çox
vermedi,vermədi
mərhələli,mərhələli
2Yüngül,yüngül
açdiran,açdıran
məllimlər,müəllimlər
çıxacağam,çıxacağam
Kişilərlə,kişilərlə
Xidirova,Xıdırova
qarşıyam,qarşıyam
Ilyas,İlyas
özüm,özüm
Məntiqlədə,məntiqlədə
kirwe,kirvə
ətrafında,ətrafında
aylarinda,aylarında
nəticələrə,nəticələrə
Üsul,üsul
Daşkəsən,Daşkəsən
atariz,atarıq
paxilliq,paxıllıq
Isleyin,işləyin
yazım,yazım
gəlməmiş,gəlməmiş
rəhmətə,rəhmətə
içməyindən,içməyindən
opertiv,operativ
Dərsi,dərsi
havaxt,nə vaxt
bedene,bədənə
sınagi,sınağı
1cini,1 cini
mühərrikinin,mühərrikinin
heyecanlaniram,həyəcanlanıram
soyuqluğu,soyuqluğu
vad,var
öyrənmiyim,öyrənməyim
Elinizde,əlinizdə
istəyəndə,istəyəndə
dövlətə,dövlətə
kompyuter,kompyuter
Lütfizadə,Lütfizadə
Vaxta,vaxta
tapmaga,tapmağa
3yanvar,yanvar
artıg,artıq
ayağımı,ayağımı
vesait,vəsait
yanındakini,yanındakını
Diqqətlə,diqqətlə
normasında,normasında
yaranmışdır,yaranmışdır
səsimiz,səsimiz
yandırdıqda,yandırdıqda
seçiminin,seçiminin
Coğrafiyada,coğrafiyada
emosiya,emosiya
7Ci,7 ci
baqaj,baqaj
ol,ol
builki,bu ilki
surpriz,surpriz
nevaxtdir,nə vaxtdır
Müsahibə,müsahibə
ƏLAVƏ,əlavə
ayagini,ayağını
Hechneden,heçnədən
şəxslə,şəxslə
yazmır,yazmır
balası,balası
qoyma,qoyma
müşterim,müştərim
biotin,biotin
medyada,medyada
dəqiqini,dəqiqini
bilgilər,bilgilər
şeylərlə,şeylərlə
öyrənsinlər,öyrənsinlər
saniyədən,saniyədən
yoxluya,yoxlaya
imtanı,imtahanı
YuxRda,yuxarıda
gedənlər,gedənlər
saglamliq,sağlamlıq
dəyişibsə,dəyişibsə
sağımızdı,sağımızdır
pdf-ler,pdf-lər
yoxdu,yoxdur
xanalarda,xanalarda
wirketlere,şirkətlərə
verərdiniz,verərdiniz
başımıza,başımıza
qrip,qrip
anlamda,anlamda
müəyyənləşdirməliyik,müəyyənləşdirməliyik
ezirler,əzirlər
silimki,silim ki
karantinə,karantinə
torpagi,torpağı
olanin,olanın
qorxursunuzsa,qorxursunuzsa
telebleri,tələbləri
qoş,qoş
Bagişdiyin,bağışlayın
Neçə,neçə
Cekdim,çəkdim
Krugdakina,kruqdakına
pozmaga,pozmağa
coğrafi,coğrafi
kənarına,kənarına
kecirlecek,keçiriləcək
incidir,incidir
sinfin,sinifin
cavablandırın,cavablandırın
Ötən,ötən
Nizamlayıcı,nizamlayıcı
temir,təmir
alinsamda,alınsam da
vəzifəm,vəzifəm
masinimnan,maşınımdan
gəlin,gəlin
misalları,misalları
Allahıma,Allahıma
deyirsizse,deyirsinizsə
formadadır,formadadır
bölmələrinin,bölmələrinin
qurasdirilmis,quraşdırılmış
dizaynda,dizaynda
məqsədlə,məqsədlə
yazmayında,yazmayın da
vars,varsa
Neinki,nəinki
avtomatlasdirilmasi,avtomatlaşdırılması
attestat,attestat
qüvvəsin,qüvvəsini
